Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6579cadafc030088f14ce433,5c7fbbfd856d2600192161c3,RETURNED,2023-12-13T15:16:48.944000Z,,,,,,1372,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb049ef56c7134e88a61,62fb78ff448d028a21ac40a2,RETURNED,2023-12-13T15:17:26.526000Z,,,,,,37,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb0a55071e3fcc6670ef,5fa54c4e7593e723ffc5d65e,RETURNED,2023-12-13T15:17:35.434000Z,,,,,,511,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb140ed0921fb8958d39,63d3ff6cd3a65767fdd022bf,RETURNED,2023-12-13T15:17:46.227000Z,,,,,,141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb155d8bde29db819916,6020606d7b0258677b881f63,RETURNED,2023-12-13T15:17:47.529000Z,,,,,,1041,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb23c0f8749b1dfd4889,64e6892cc9dc5cd2ca94bb0a,RETURNED,2023-12-13T15:18:50.996000Z,,,,,,141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb4b55caa50f7061fb7c,5ff41506eed16daa2c6c6ebc,TIMED-OUT,2023-12-13T15:18:50.655000Z,,,,352942.0,,423,English,"Afrikaans, English",33,Female,Black,South Africa,South Africa,South Africa,English,No,Other
6579cb617238771194148ec4,6003f87a5cc6b04174b083d6,RETURNED,2023-12-13T15:19:02.969000Z,,,,,,251,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb6276e4b9568667cd25,60f6f802c0ede08f7cf69720,RETURNED,2023-12-13T15:19:02.357000Z,,,,,,797,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb7692f79eea0121441f,6504626ba617e3f1012c95ef,RETURNED,2023-12-13T15:19:23.967000Z,,,,,,111,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb8a55071e3fcc66711b,605986be77c362e33eac85c2,RETURNED,2023-12-13T15:19:38.788000Z,,,,,,611,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cb93ca324e912dee4dee,60e10e95d56310858005f994,RETURNED,2023-12-13T15:21:12.084000Z,,,,,,108,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cba1a384614cdb2723d9,5b7a0bb43c13750001982223,RETURNED,2023-12-13T15:20:08.782000Z,,,,,,982,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cbaa0588ac6278162c5e,65436f1c74a64149f4d06cbf,REJECTED,2023-12-13T15:20:17.177000Z,2023-12-13T15:58:18.309000Z,2023-12-13T20:18:17.155000Z,2023-12-13T15:58:18.990000Z,2282.0,NOCODE,26,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cbbded19c846eb0a44ae,653d09b77da5636bc74b4a14,RETURNED,2023-12-13T15:20:33.309000Z,,,,,,46,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc00e56c6e1626038e29,5c4782d9cae0ab000188d2b4,RETURNED,2023-12-13T15:22:37.525000Z,,,,,,1652,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc0913cf2f4ea44e46bb,598304608ab70c000158e50b,RETURNED,2023-12-13T15:21:51.062000Z,,,,,,438,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc0cc0fe40c7f2e4d0d9,5c67d319dcdfb700014b065f,RETURNED,2023-12-13T15:21:53.913000Z,,,,,,1079,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc14c775fef95d97a2c1,60c3c8f790736ad8d329816b,RETURNED,2023-12-13T15:22:10.722000Z,,,,,,530,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc182e0a15c71dd51e47,5e2737725b323795f4add395,TIMED-OUT,2023-12-13T15:22:00.440000Z,,,,352752.0,,1388,English,English,24,Male,Mixed,Australia,Australia,Australia,English,Yes,Full-Time
6579cc190acfbdd6c533b9cc,656746a255c5b4befa04b2a9,RETURNED,2023-12-13T15:22:07.858000Z,,,,,,29,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc1c7238771194148efb,5c95017e6357fb0012ef46c4,RETURNED,2023-12-13T15:22:20.357000Z,,,,,,1194,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc1d2ca9ec07f885d42d,5c8b75b41a741b0016c904b2,RETURNED,2023-12-13T15:22:09.504000Z,,,,,,740,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc23c775fef95d97a2cc,5d39270980ccd20015ac3ee0,RETURNED,2023-12-13T15:22:17.195000Z,,,,,,1602,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc2daac7bc3733e6d388,61250df294a7c7b186c7f838,RETURNED,2023-12-13T15:22:26.134000Z,,,,,,197,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc3a2b12085e66f84547,59d4ff54e59146000112e5b1,RETURNED,2023-12-13T15:22:40.987000Z,,,,,,493,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc3b05adea30dca2b9da,5f294f24f80f8f014b23c574,RETURNED,2023-12-13T15:22:38.832000Z,,,,,,699,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc51ca324e912dee4e10,5d78cb8a44b0d10001a53485,RETURNED,2023-12-13T15:24:39.021000Z,,,,,,627,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc51e0125f0b31272484,5c49e145e97243000194bace,RETURNED,2023-12-13T15:24:38.209000Z,,,,,,879,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc53540f1e5d484e4508,5c129cc7ba99dc0001f0b628,RETURNED,2023-12-13T15:23:02.344000Z,,,,,,1747,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc5a90e95bcbce5be77d,5baff18baf6e8c000116be28,RETURNED,2023-12-13T15:23:11.192000Z,,,,,,1243,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc5e3736f8c9efd51d55,5e42ae2518b891145456bc18,RETURNED,2023-12-13T15:23:15.640000Z,,,,,,182,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc6eaac7bc3733e6d3a4,6554db52bde3cc65954dd647,RETURNED,2023-12-13T15:23:35.278000Z,,,,,,48,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc73e0125f0b3127248a,5dbeff1694f30b3a8f57dfd9,RETURNED,2023-12-13T15:23:31.150000Z,,,,,,439,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc79a384614cdb27241e,609101a8a29bc713a6bcdbba,RETURNED,2023-12-13T15:24:02.190000Z,,,,,,433,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc9364a444c189158f52,6176c90aa905394666f5ac46,RETURNED,2023-12-13T15:24:11.287000Z,,,,,,719,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cc94d5563ac20906bc28,5ab8d182e1546900019b7195,RETURNED,2023-12-13T15:24:04.377000Z,,,,,,1559,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccb340431b027b4cf952,6229df3409ea92035c0c5d2b,RETURNED,2023-12-13T15:24:39.428000Z,,,,,,756,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccb4c0fe40c7f2e4d111,5ce3e7ff90a751001a31a05c,RETURNED,2023-12-13T15:28:09.820000Z,,,,,,287,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccbaf58c244f51a95ba7,5a764e848fe2dc000105739c,RETURNED,2023-12-13T15:24:47.386000Z,,,,,,1721,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccc8f4d18c2267a8bb1c,6507b0bf6c158dca2bfde795,RETURNED,2023-12-13T15:24:56.670000Z,,,,,,120,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccc8f58c244f51a95ba9,654f8a06800136103e0065e4,TIMED-OUT,2023-12-13T15:24:59.868000Z,,,,352574.0,,13,English,English,28,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6579ccc9d5563ac20906bc33,608f68107d9ea28c690af9d2,RETURNED,2023-12-13T15:25:13.076000Z,,,,,,183,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccca77d3938db497935c,646f6c568e6ce589a788a1da,RETURNED,2023-12-13T15:25:27.440000Z,,,,,,183,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cceea7d7d2343a5cce9d,5924a14e3497ad0001016896,RETURNED,2023-12-13T15:35:34.565000Z,,,,,,1649,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccf0797df0c708259578,648b7c407111564d3ae3c4ce,RETURNED,2023-12-13T15:25:43.176000Z,,,,,,439,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccf2af920152a7038f42,651ecfc85b8f6a0221066ece,RETURNED,2023-12-13T15:26:13.999000Z,,,,,,86,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ccf7c0f8749b1dfd4910,644570d57bfa2bc1597e4982,RETURNED,2023-12-13T15:26:01.056000Z,,,,,,321,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd0ea384614cdb27244a,5eab13155a85f50c05f6e9f7,RETURNED,2023-12-13T15:26:12.518000Z,,,,,,1021,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd151e525246fe229a6a,5f78e7a0d14cd84e060fde57,RETURNED,2023-12-13T15:26:42.310000Z,,,,,,653,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd3ccdc9de5971432d53,5e1ed72fb0285720462a8649,RETURNED,2023-12-13T15:26:56.428000Z,,,,,,1098,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd4092f79eea012144c3,6506fbe6edeb6f40776a82d3,RETURNED,2023-12-13T15:26:56.355000Z,,,,,,192,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd56f58c244f51a95bce,5adae3ebdec767000128c131,RETURNED,2023-12-13T15:27:22.800000Z,,,,,,941,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd6eb1f44d66218c0193,62ad9574778df45973491084,RETURNED,2023-12-13T15:27:46.221000Z,,,,,,984,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd7aaac7bc3733e6d40a,5be1aac8ca095c0001b9f6e4,RETURNED,2023-12-13T15:27:57.561000Z,,,,,,1434,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cd8605adea30dca2ba36,5ef877bb6b0ed15b3f6ae106,TIMED-OUT,2023-12-13T15:28:08.361000Z,,,,352385.0,,1440,English,English,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cd99e68d3c7d40ee4e39,59fc8aba087f2e0001ead671,TIMED-OUT,2023-12-13T15:28:25.252000Z,,,,352369.0,,718,English,English,43,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
6579cda6621bb99d32209cad,656ddca5308c79d6cd40d104,RETURNED,2023-12-13T15:28:43.214000Z,,,,,,14,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cda7c331735ddbfc1205,5a8c9fe2000dab00018cde32,RETURNED,2023-12-13T15:28:59.956000Z,,,,,,1083,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cda8be3ef8a0b19f06da,6023cb37c452c802d4092a35,RETURNED,2023-12-13T15:28:40.168000Z,,,,,,714,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdb9db1b44661f699f97,63d7b30ddc8ceb61c74fe85b,RETURNED,2023-12-13T15:28:57.948000Z,,,,,,720,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdbacdc9de5971432d75,5f566443352f600826449f4b,RETURNED,2023-12-13T15:28:58.890000Z,,,,,,964,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdbe439291366dddb937,5e6645daaf3bd53bfad40b9f,RETURNED,2023-12-13T15:29:08.080000Z,,,,,,1787,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdd7c0fe40c7f2e4d15a,63d79ffc558f5cabde41b40f,RETURNED,2023-12-13T15:29:31.798000Z,,,,,,603,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdd8e129ade90b8702eb,5a6110b013898300014b0cbf,RETURNED,2023-12-13T15:29:35.736000Z,,,,,,459,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cde1838d742e54ddbb59,61660ea770dda4dee2d2ca15,RETURNED,2023-12-13T15:29:44.331000Z,,,,,,604,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdeda384614cdb2724a1,6056e89e532b129f52091452,RETURNED,2023-12-13T15:30:02.752000Z,,,,,,233,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cdfffc02a7516a148e53,6116823af02f62d5fefcd111,RETURNED,2023-12-13T15:30:12.834000Z,,,,,,117,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ce04db1b44661f699fac,612405c2c92a41dfd5eb30b3,RETURNED,2023-12-13T15:30:12.504000Z,,,,,,1201,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ce1492f79eea012144f2,5f67377af1af6f32004161cd,RETURNED,2023-12-13T15:30:28.130000Z,,,,,,340,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ce15c0f8749b1dfd4951,60a3cb60b3e2bdb82a865197,RETURNED,2023-12-13T15:30:36.425000Z,,,,,,363,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ce16986b70f864162e6a,5964e073241f8d0001065056,RETURNED,2023-12-13T15:30:30.117000Z,,,,,,2516,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
